,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
13,3R16PJFTT7FQSM8S36ILPXA3IP84KF,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3ON104KXQPKK96Z3JM6P2S0K4B5W4X,A2BCNRHZU9V7C4,Submitted,2020-05-23 22:18:47,2020-05-23 22:26:34,Tue May 26 22:26:34 PDT 2020,,,,467,0% (0/0),0% (0/0),0% (0/0),cnndm8054,two_stage_rl_out,"['64', '65', '66', '67', '68', '69', '70', '71', '72', '73', '74', '75', '76', '77', '78', '79']","Just 28 of 700 , 000 babies born in the UK in 2013 were given the name . That compares to 235 Garys being born in 1996 , when the name was the 147th most popular in Britain . In 2013 , it didn ' t even make the Top 1 , 000 .",Gary was a British name.,Gary was the 147th most popular British name in 1996.,Gary was the 1001st most popular British name in 2013.,Gary reached height of its popularity in 1964.,Gary was the 16th most popular British name in 1964 (or at the height of its popularity).,Dexter is one of the top 100 most popular British names.,Jenson is now one of the top 100 most popular British names.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,p,n,n,n,n,n,n,n,{},,
14,3WKGUBL7T3A1CSQAO6UM4XNI7PD4LI,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,34Z02EIMIX1BI1D85GEC3538J400TM,A12ATVBE1I4567,Submitted,2020-05-23 20:58:13,2020-05-23 21:16:56,Tue May 26 21:16:56 PDT 2020,,,,1123,0% (0/0),0% (0/0),0% (0/0),cnndm7910,two_stage_rl_out,"['880', '881', '882', '883', '884', '885', '886', '887', '888', '889', '890', '891', '892', '893', '894', '895']","The footage captured at Spring Garden Station in Philadelphia on Tuesday . The group of youngsters viciously attacking the victims . They then pull them to the ground , punch them and repeatedly stamp on their heads . Other parts of the brawl are hidden from the cameras behind pillars in the subway station .",A fight (could also be called brawl or confrontation) occurred.,The fight happened at Spring Gardens Station.,The fight was captured on CCTV.,Fight involved students.,Students involved were from Benjamin Franklin High School.,Benjamin Franklin High School is nearby.,At one point an attacker fell.,An attacker fell onto the tracks.,The fallen attacker managed to get back up.,"After the confrontation, the victims and attackers walked onto the same train .",Victims walked onto a train after confrontation.,Attackers walked onto a train after confrontation.,The fight happened in Philadelphia.,BLANK,BLANK,BLANK,n,n,n,p,n,n,n,p,p,n,n,n,n,n,n,n,{},,
16,32CAVSKPDIDN3JGLA23LXMCY8WW1UW,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3M68NM076MVTGXMV3GPYCRCH8NX6RQ,A2BCNRHZU9V7C4,Submitted,2020-05-23 22:30:42,2020-05-23 22:35:46,Tue May 26 22:35:46 PDT 2020,,,,304,0% (0/0),0% (0/0),0% (0/0),cnndm1273,two_stage_rl_out,"['1584', '1585', '1586', '1587', '1588', '1589', '1590', '1591', '1592', '1593', '1594', '1595', '1596', '1597', '1598', '1599']","Lindsay Sandiford , 58 , believes she will be executed by the end of the year . She was sentenced to death after Indonesian police linked her to almost five kilograms of cocaine . Andrew Chan , 31 , and Myuran Sukumaran , 33 , were executed along with six other prisoners by an Indonesian firing squad . The Australian pair were the first to die in the latest round of executions after a final KFC bucket meal .",Lindsay Sandiford is afraid,Lindsay Sandiford fears she will be next to face the firing squad,Andrew Chan was killed,Myuran Sukumaran was killed,Lindsay Sandiford is 58 year old.,Lindsay Sandiford has been on a death row.,Lindsay Sandiford has been in Bali.,Lindsay Sandiford has been on a death row since 2012.,Lindsay Sandiford was convicted in 2012.,Lindsay Sandiford was convicted for attempting to smuggle cocaine,The cocaine was worth 1.6 million,Myuran Sukumaran had a final KFC bucket meal,Andrew Chan had a final KFC bucket meal,BLANK,BLANK,BLANK,p,n,p,p,n,n,n,n,n,p,p,p,p,n,n,n,{},,
18,3DWGDA5PPJSNGY5LFSDQT8EHM351VL,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3IFS6Q0HJN7LAWH9K6YSZ47I3GEISN,A1XRIEYLA7ZJ3B,Submitted,2020-05-23 23:00:55,2020-05-23 23:03:26,Tue May 26 23:03:26 PDT 2020,,,,151,0% (0/0),0% (0/0),0% (0/0),cnndm5635,two_stage_rl_out,"['384', '385', '386', '387', '388', '389', '390', '391', '392', '393', '394', '395', '396', '397', '398', '399']",Bright Yellow Gatso had previously enforced the 30mph speed limit . But it has not been working for more than two years after every fixed device was switched off in the West Midlands .,A Speed Camera was discovered pointing at a house.,The house was in Handsworth.,Handsworth was in Birmingham.,Fixed cameras were switched off across the West Midlands.,Fixed cameras were switched off across West Midlands in Spring of 2013.,She is not going to be part of a new trial.,The trial is about digital technology.,Obsolete camera may be taken down.,Engineers examine the device.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,p,n,n,n,n,n,{},,
19,3DWGDA5PPJSNGY5LFSDQT8EHM351VL,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3VNL7UK1XK72F5SY8YXX6CQCP71FTJ,A12ATVBE1I4567,Submitted,2020-05-23 23:17:13,2020-05-23 23:35:54,Tue May 26 23:35:54 PDT 2020,,,,1121,0% (0/0),0% (0/0),0% (0/0),cnndm5635,two_stage_rl_out,"['384', '385', '386', '387', '388', '389', '390', '391', '392', '393', '394', '395', '396', '397', '398', '399']",Bright Yellow Gatso had previously enforced the 30mph speed limit . But it has not been working for more than two years after every fixed device was switched off in the West Midlands .,A Speed Camera was discovered pointing at a house.,The house was in Handsworth.,Handsworth was in Birmingham.,Fixed cameras were switched off across the West Midlands.,Fixed cameras were switched off across West Midlands in Spring of 2013.,She is not going to be part of a new trial.,The trial is about digital technology.,Obsolete camera may be taken down.,Engineers examine the device.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,p,n,n,n,n,n,{},,
20,32CAVSKPDIDN3JGLA23LXMCY8WVU1O,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3TMFV4NEPD2LS7M5VPW2J4GP6XZ8WE,A1XRIEYLA7ZJ3B,Submitted,2020-05-23 21:51:48,2020-05-23 21:54:10,Tue May 26 21:54:10 PDT 2020,,,,142,0% (0/0),0% (0/0),0% (0/0),cnndm5334,two_stage_rl_out,"['1472', '1473', '1474', '1475', '1476', '1477', '1478', '1479', '1480', '1481', '1482', '1483', '1484', '1485', '1486', '1487']","Chloe Owens , 27 , from Swanley , Kent , came up with the idea for Bump 2 breast when she was pregnant with daughter Lola , now three months old . The app , which is available on all mobile platforms , has already been downloaded 20 , 000 times and is getting rave reviews . Users say they like it because it contains all the information in one easily - accessible place .",Chloe Owens is 27.,Chloe Owens is from Swanley.,Chloe Owens designed a new app.,The new app is Bump 2 breast .,Chloe Owens came up with the idea when pregnant.,Chloe Owens was pregnant with daughter.,Chloe Owens' daughter is Lola.,Chloe Owens' daughter is now three months.,Chloe Owens says her and husband felt like 'Rabbits in headlights'.,Chloe Owens says her and husband felt a certain way at first.,Chloe Owens' husband is David.,Chloe Owens struggled to remember which boob to use.,Chloe Owens' reference to boobs was for breastfeeding.,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,p,p,n,{},,
22,30IRMPJWE37XTSAQEIEYXQLDA3RRKK,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3NLZY2D53UDBNHA2D560WKK92WGQLD,A28TPZXB90CE1D,Submitted,2020-05-23 21:45:55,2020-05-23 21:48:17,Tue May 26 21:48:17 PDT 2020,,,,142,0% (0/0),0% (0/0),0% (0/0),cnndm2065,two_stage_rl_out,"['1408', '1409', '1410', '1411', '1412', '1413', '1414', '1415', '1416', '1417', '1418', '1419', '1420', '1421', '1422', '1423']","Abby Bishop took in her two - day - old niece Zala when she was 24 . The Basketballer , who lives in Canberra , has looked after her niece since she was two days old . Zala is now 20 months old and she follows Bishop as she travels the world playing for professional teams .",Abby Bishop took in her niece,Niece is named Zala,Niece / Zala was two days old when Abby Bishop took her in,Abby Bishop took in her niece in August 2013,Niece / Zala is now 20 months old,Niece / Zala follows Bishop as she travels the world,Abby Bishop travels the world,Abby Bishop travels for professional basketball teams,Abby Bishop said taking in her niece / Zala was a big decision,Abby Bishop said that she wouldn't change anything,Niece / Zala will go with Abby Bishop when she starts playing in the U.S. WNBA,Abby Bishop will play for the U.S. WNBA in May,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,p,p,p,p,n,{},,
23,30IRMPJWE37XTSAQEIEYXQLDA3RRKK,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3RKNTXVS3RMN2TW0IHAXK33TCSZA4X,A2WNW8A4MOR7T7,Submitted,2020-05-23 21:40:49,2020-05-23 21:46:02,Tue May 26 21:46:02 PDT 2020,,,,313,0% (0/0),0% (0/0),0% (0/0),cnndm2065,two_stage_rl_out,"['1408', '1409', '1410', '1411', '1412', '1413', '1414', '1415', '1416', '1417', '1418', '1419', '1420', '1421', '1422', '1423']","Abby Bishop took in her two - day - old niece Zala when she was 24 . The Basketballer , who lives in Canberra , has looked after her niece since she was two days old . Zala is now 20 months old and she follows Bishop as she travels the world playing for professional teams .",Abby Bishop took in her niece,Niece is named Zala,Niece / Zala was two days old when Abby Bishop took her in,Abby Bishop took in her niece in August 2013,Niece / Zala is now 20 months old,Niece / Zala follows Bishop as she travels the world,Abby Bishop travels the world,Abby Bishop travels for professional basketball teams,Abby Bishop said taking in her niece / Zala was a big decision,Abby Bishop said that she wouldn't change anything,Niece / Zala will go with Abby Bishop when she starts playing in the U.S. WNBA,Abby Bishop will play for the U.S. WNBA in May,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,p,p,p,p,n,{},,
25,31KSVEGZ48GOOS473WX1L1F8XA0WRL,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3XIQGXAUMHWWHTMCVP0I7NY14F8X7I,A12ATVBE1I4567,Submitted,2020-05-23 23:48:07,2020-05-24 00:16:44,Wed May 27 00:16:44 PDT 2020,,,,1717,0% (0/0),0% (0/0),0% (0/0),cnndm9709,two_stage_rl_out,"['1296', '1297', '1298', '1299', '1300', '1301', '1302', '1303', '1304', '1305', '1306', '1307', '1308', '1309', '1310', '1311']","Authorities in El Salvador have moved prisoners from two of the country ' s hyper - violent gangs into the same prison for the first time . Incredible images show handcuffed members from the notorious barrio 18 gang being marched onto buses taking them from Izalco Jail to San Francisco Gotera in an effort to curb gang violence . In all 1 , 177 barrio 18 members were transferred .",Members of Barrio 18 gang were handcuffed,Members of Barrio 18 gang were marched onto buses,Images show the members,Members of Barrio 18 gang were transferred to a different jail,Total 1177 members were transferred,"In the different jail, the members will mix with Mara Salvatrucha/their arch rival",The arch rival of the members of Barrio 18 gang is Mara Salvatrucha,The gang members will not be classified by gang affiliation,The gang members will now be classified by how dangerous they are,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
27,3JYPJ2TAZMW11T2X0FJCCITT1PMPFO,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3K5TEWLKG0Z12OYDE13XARRP2JZVIU,A28TPZXB90CE1D,Submitted,2020-05-23 21:24:45,2020-05-23 21:25:37,Tue May 26 21:25:37 PDT 2020,,,,52,0% (0/0),0% (0/0),0% (0/0),cnndm5524,two_stage_rl_out,"['608', '609', '610', '611', '612', '613', '614', '615', '616', '617', '618', '619', '620', '621', '622', '623']",The newly - opened Maison Souquet is located just steps from the famed Moulin Rouge Theatre . The 20 - room hotel boasts a swimming pool beneath a plush ceiling of ' stars ' and can be booked out for private use . The five - star hotel describes itself as a ' temple to hedonism ' and is meant to represent the luxe Parisian lifestyle .,A hotel is designed by Jacques Garcia.,The hotel is opulent.,The hotel is edgy.,The hotel is inspired by the aesthetic of the Belle Epoque era.,The hotel is named Pigalle Haunt.,The hotel has Arabian decor.,The hotel has Napoleon III decor.,The hotel reminds of the cit's pleasure houses.,The hotel has a conservatory.,The conservatory is charming.,The conservatory is available for guest use.,The hotel has a library bar.,The hotel has a celestial spa.,The library bar is available for guest use.,The celestial spa is available for guest use.,The celestial spa is available for private rental.,n,n,n,n,n,n,p,n,n,n,n,n,n,n,n,n,{},,
29,3W0KKJIASVXRBNVUF98Y69Q8KB3K81,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3TOK3KHVJY69NK8KUYDMOA78SBW7OG,AHKYVHP6591H8,Submitted,2020-05-23 22:11:25,2020-05-23 22:38:33,Tue May 26 22:38:33 PDT 2020,,,,1628,100% (31/31),100% (31/31),100% (31/31),cnndm7823,two_stage_rl_out,"['352', '353', '354', '355', '356', '357', '358', '359', '360', '361', '362', '363', '364', '365', '366', '367']","Drivers pulled over on Interstate 20 in albilene , Texas , on Friday . Got Out of their cars and walked toward oncoming traffic to pick up the cash . A video posted on Facebook shows motorists desperately grabbing the notes in between stopped vehicles , while others were forced to slow down and veer out of the way . Weatherford Police Department said all of the lost money had been picked up by citizens .",Bundles of notes spilled onto Interstate 20.,The bundles of notes were spilled in Albilene Texas.,The bundles of notes were spilled on Friday.,Passenger door of vehicle was flung open.,The opening of door released the money onto the road.,Motorists pulled over.,Motorists abandoned their vehicles.,Motorists picked up the cash.,Police have warned anyone caught with the money will be arrested.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,n,p,n,p,n,{},,
31,31GN6YMHMTG0P74KILX6BBK4JCJWS9,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3S0TNUHWKY6MJ1MEEURCRGR4ZH9D8Q,A3P7QP6K56ED2Z,Submitted,2020-05-24 00:54:38,2020-05-24 01:00:26,Wed May 27 01:00:26 PDT 2020,,,,348,0% (0/0),0% (0/0),0% (0/0),cnndm1521,two_stage_rl_out,"['320', '321', '322', '323', '324', '325', '326', '327', '328', '329', '330', '331', '332', '333', '334', '335']","Carrie Reichert , 43 , claims she felt ' overdressed ' when she saw Prince playing strip billiards . She has now written a book about the night in the eye of the Royal Story . Ms Reichert has previously said she kissed the Prince and has a pair of his underpants she hopes to use in a strip - tease show . She said : ' This surreal moment felt more like a dream : I ' m kissing a prince ! Tasting his lips and feeling his tongue ' .",Dominatrix claims she shared a kiss.,The kiss was hot.,The kiss was deep.,Dominatrix claimed she kissed Prince Harry.,Dominatrix claimed she kissed in Vegas.,Carrie Reichert was a dominatrix.,Carri Reichert / dominatrix said she felt overdressed.,Carri Reichert / dominatrix said she saw Prince Harry's a**.,Carri Reichert was 43 years old.,Carri Reichert / the 43 year old claimed in her book.,The book was upcoming.,Kensington Palace denied Carrie Reichart was invited.,Kensington Palace denied Carrie Reichart was invited to the hotel suite.,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
33,3OWZNK3RZPDUS4YHT63Z25M3029U25,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:11 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:11 PDT 2020,,,3BV8HQ2ZZ1P1HG0E153CH1N78J56AE,A2GMGP393VX96T,Submitted,2020-05-23 21:44:08,2020-05-23 21:46:22,Tue May 26 21:46:22 PDT 2020,,,,134,0% (0/0),0% (0/0),0% (0/0),cnndm5357,two_stage_rl_out,"['816', '817', '818', '819', '820', '821', '822', '823', '824', '825', '826', '827', '828', '829', '830', '831']","Denise and Glen Higgs , from Braunton , Devon , had all but lost hope they would ever be able to conceive after Glen was made infertile due to cancer treatment . Using his frozen sperm , doctors successfully created eight embryos through IVF fertility treatment and the couple had a daughter Mazy , born three years ago . Denise gave birth to twins Carter and Carson Last Week .",Denise and Glen Higgs are a couple.,The couple thought they 'd never have children.,Glen Higgs was infertile.,Cancer treatment caused the infertility.,The couple tried IVF.,"The couple are from Braunton , Devon.",The couple had Mazy.,The couple tried again using the same batch.,The couple had twins last week.,Mazy was born three years ago.,The twins are Carter & Carson.,BLANK,BLANK,BLANK,BLANK,BLANK,p,p,n,n,n,n,n,p,p,p,p,p,p,p,n,p,{},,
35,3W1K7D6QTF552GSNIMVIKQ4MWQ1ZB1,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:12 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:12 PDT 2020,,,3G2UL9A02I2JYE2GU2RS7ALH7BF673,A1T0S48O0CMXBC,Submitted,2020-05-24 00:41:26,2020-05-24 01:16:01,Wed May 27 01:16:01 PDT 2020,,,,2075,100% (1/1),100% (1/1),100% (1/1),cnndm5558,two_stage_rl_out,"['720', '721', '722', '723', '724', '725', '726', '727', '728', '729', '730', '731', '732', '733', '734', '735']","Qantas could be fined £ 20 , 000 [ $ AU38 , 336 ] for every time the A380 flights set down more than fifteen late on the English tarmac . The Australian airline could also be facing a massive £ 20k fine , that ' s more than $ $ 38 , 000 . The airline ' s on Time Performance rating at Heathrow dropped to 75th out of 80 in the month of February .",Qantas' on time rating slipped.,"Qantas' on time rating is now 75th, out of the airlines using Heathrow .",There are 80 airlines using Heathrow .,Quantas airline could loose their landing strips at Heathrow airport.,Heathrow is a popular airport.,Quantas airline has eight landing strips at Heathrow airport.,Quantas airline is facing a fine.,"The fine that Quantas airline is facing is over 38,000 for every late flight.",The fine that Quantas airline is facing is applied to every late flight.,Qantas blamed air congestion.,Qantas blamed air congestion at Heathrow Airport.,Qantas blamed air congestion at Dubai Airport.,BLANK,BLANK,BLANK,BLANK,p,n,p,n,n,n,n,p,p,p,p,p,p,p,p,p,{},,
37,38LRF35D6PKJDMU0X6H4LFRV6G9U3G,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:12 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:12 PDT 2020,,,3O7L7BFSHJDK0DCRJBENAN332PDIEU,A2BCNRHZU9V7C4,Submitted,2020-05-24 00:35:57,2020-05-24 00:44:34,Wed May 27 00:44:34 PDT 2020,,,,517,0% (0/0),0% (0/0),0% (0/0),cnndm10824,two_stage_rl_out,"['80', '81', '82', '83', '84', '85', '86', '87', '88', '89', '90', '91', '92', '93', '94', '95']","Police say Michael Scott Shemansky came to their attention after he failed to appear for a supervised visit with his son on the same day mother was found dead at the home they shared in Winter Garden . He is already on parole for battery on law enforcement , has a history of bipolar mental illness , and was involuntarily committed to a psychiatric ward for an attempted suicide .",Police say Michael Scott Shemansky came to their attention.,Police say Michael Scott Shemansky came to their attention after he failed to appear for a supervised visit.,Michael Scott Shemansky was supposed to visit his son.,Michael Scott Shemansky was supposed to visit his son on Saturday.,Sandra Shemansky / mother / wife of Michael Shemansky was found dead.,Sandra Shemansky / mother / wife of Michael Shemansky was 57 years old.,Sandra Shemansky / mother / wife of Michael Shemansky was found dead on Saturday / same day.,Sandra Shemansky / mother / wife of Michael Shemansky was found dead at their home.,Sandra Shemansky / mother / wife of Michael Shemansky was found dead in Winter Garden.,Sandra Shemansky / mother / wife of Michael Shemansky was found dead in Florida.,Michael Shemansky was going through a difficult divorce.,Neighbors believe the stress of the divorce may have caused Michael to snap.,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,n,n,p,n,n,p,p,{},,
38,3XBYQ44Z7TS147HZ7L2WLGGQLVXWTY,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:12 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:12 PDT 2020,,,39U1BHVTDQF7ZTC5O3WV531FMH1T3T,A3P7QP6K56ED2Z,Submitted,2020-05-24 00:18:22,2020-05-24 00:24:14,Wed May 27 00:24:14 PDT 2020,,,,352,0% (0/0),0% (0/0),0% (0/0),cnndm10721,two_stage_rl_out,"['800', '801', '802', '803', '804', '805', '806', '807', '808', '809', '810', '811', '812', '813', '814', '815']",Danny Higginbotham has described Roy Keane ' s controversial speech as ' one of the most bizarre team talks I ' ve ever experienced ' . The former Manchester United midfielder also reveals how Keane once demanded for him to swear at and criticise his team - mates instead of getting behind them . Keane is now part of Martin O ' Neill ' s backroom staff after leaving his role at Aston Villa earlier this season .,Danny Higginbotham has a new book .,Danny Higginbotham spent time under Roy Keane.,The book covers Danny Higginbotham's time under Roy Keane .,Danny Higginbotham played for Sunderland.,Sunderland was Roy Keane's team.,Danny Higginbotham played for Sunderland during the 2007 - 08 season,Roy Keane told his players ` basically you 're s *** '.,Roy Keane told his players ` basically you 're s *** ' before a game with Aston Villa.,Roy Keane told one player he was ` not f ****** Good Enough ' to play for the club .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,n,n,{},,
39,3XBYQ44Z7TS147HZ7L2WLGGQLVXWTY,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 18:58:12 PDT 2020,2,BatchId:4050585;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 18:58:12 PDT 2020,,,3NKQQ8O393TKHYTRHXSHN89TW8KDUP,AHKYVHP6591H8,Submitted,2020-05-23 21:43:56,2020-05-23 22:00:34,Tue May 26 22:00:34 PDT 2020,,,,998,100% (31/31),100% (31/31),100% (31/31),cnndm10721,two_stage_rl_out,"['800', '801', '802', '803', '804', '805', '806', '807', '808', '809', '810', '811', '812', '813', '814', '815']",Danny Higginbotham has described Roy Keane ' s controversial speech as ' one of the most bizarre team talks I ' ve ever experienced ' . The former Manchester United midfielder also reveals how Keane once demanded for him to swear at and criticise his team - mates instead of getting behind them . Keane is now part of Martin O ' Neill ' s backroom staff after leaving his role at Aston Villa earlier this season .,Danny Higginbotham has a new book .,Danny Higginbotham spent time under Roy Keane.,The book covers Danny Higginbotham's time under Roy Keane .,Danny Higginbotham played for Sunderland.,Sunderland was Roy Keane's team.,Danny Higginbotham played for Sunderland during the 2007 - 08 season,Roy Keane told his players ` basically you 're s *** '.,Roy Keane told his players ` basically you 're s *** ' before a game with Aston Villa.,Roy Keane told one player he was ` not f ****** Good Enough ' to play for the club .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
