,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.eventId,Input.summaryId,Input.qIdList,Input.summary_text,Input.statement_1,Input.statement_2,Input.statement_3,Input.statement_4,Input.statement_5,Input.statement_6,Input.statement_7,Input.statement_8,Input.statement_9,Input.statement_10,Input.statement_11,Input.statement_12,Input.statement_13,Input.statement_14,Input.statement_15,Input.statement_16,Answer.S10Answer,Answer.S11Answer,Answer.S12Answer,Answer.S13Answer,Answer.S14Answer,Answer.S15Answer,Answer.S16Answer,Answer.S1Answer,Answer.S2Answer,Answer.S3Answer,Answer.S4Answer,Answer.S5Answer,Answer.S6Answer,Answer.S7Answer,Answer.S8Answer,Answer.S9Answer,Answer.feedback,Approve,Reject
13,338431Z1GP3GJJV5CA6R472MU80OR0,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:12 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:12 PDT 2020,,,3RSDURM96FA6QDRWNT0QWBXRS8ZYE4,APSP9NBS1JLLB,Submitted,2020-05-23 22:25:53,2020-05-23 22:27:50,Tue May 26 22:27:50 PDT 2020,,,,117,100% (4/4),100% (4/4),100% (4/4),cnndm6048,bart_out,"['704', '705', '706', '707', '708', '709', '710', '711', '712', '713', '714', '715', '716', '717', '718', '719']",David Axelrod masterminded two presidential election victories for Barack Obama . He was hired by the Labour leader Amid great fanfare last year . Has helped refine Mr Miliband ’s message about tackling the cost of living and making sure the wealthy pay their fair share . Mr Axelrod makes infrequent visits to the UK to meet Mr Miliband and offers advice by phone .,David Axelrod masterminded election victories .,David Axelrod was behind two election victories.,The past election victories were for presidential elections.,David Axelrod was hired by Labour leader Ed Miliband.,The hiring occurred last year.,The hiring occurred amid great fanfare.,David Axelrod revealed something at a book launch.,David Axelrod revealed he is not resident for tax purposes in UK .,David Axelrod is paid in dollars.,David Axelrod is paid through consultancy firm .,Labour confirms details of David Axelrod's payment.,The past election victories were for Obama.,BLANK,BLANK,BLANK,BLANK,n,n,p,n,n,n,n,p,p,n,p,p,p,n,n,n,{},,
14,33K3E8REX0JXVNU1ESNNW3YAGKH8XD,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:12 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:12 PDT 2020,,,3DYGAII7PQW1E2P05XZ7D1TT75TPQK,A314XJY8V1YL12,Submitted,2020-05-23 17:55:49,2020-05-23 17:57:40,Tue May 26 17:57:40 PDT 2020,,,,111,0% (0/0),0% (0/0),0% (0/0),cnndm1944,bart_out,"['240', '241', '242', '243', '244', '245', '246', '247', '248', '249', '250', '251', '252', '253', '254', '255']","Domenico Rancadore , 65 , fled to Britain in the 1990s and was convicted in his absence in Italy for his role as a ' Man of Honour ' he was given a seven - year sentence by an Italian court in 1999 for being a member of the Cosa Nostra . In February he lost his year - and - A - half battle against extradition and was told he must return to Italy to serve his sentence . But today it emerged that the 65 - year - old's case expired last October and his European Arrest Warrant is to be withdrawn .",Domenico Rancadore given a sentence.,Domenico Rancadore sentenced for 7 years.,Domenico Rancadore sentenced by Italian court.,Domenico Rancadore sentenced in 1999.,Domenico Rancadore was convicted for role as Man of Honour.,Domenico Rancadore took bribes from builders.,Domenico Rancadore was a Sicilian Mafia fugitive.,Domenico Rancadore lost battle against extradition to Italy.,Today a news emerged.,Domenico Rancadore was a 65 year old.,Domenico Rancadore's case expired in October last year.,BLANK,BLANK,BLANK,BLANK,BLANK,p,p,n,n,n,n,n,p,p,p,p,p,n,p,p,n,{},,
15,33K3E8REX0JXVNU1ESNNW3YAGKH8XD,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:12 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:12 PDT 2020,,,3YOH7BII0EVS8JO1E4O9N762UNDKVJ,A12ATVBE1I4567,Submitted,2020-05-23 19:22:04,2020-05-23 19:44:28,Tue May 26 19:44:28 PDT 2020,,,,1344,0% (0/0),0% (0/0),0% (0/0),cnndm1944,bart_out,"['240', '241', '242', '243', '244', '245', '246', '247', '248', '249', '250', '251', '252', '253', '254', '255']","Domenico Rancadore , 65 , fled to Britain in the 1990s and was convicted in his absence in Italy for his role as a ' Man of Honour ' he was given a seven - year sentence by an Italian court in 1999 for being a member of the Cosa Nostra . In February he lost his year - and - A - half battle against extradition and was told he must return to Italy to serve his sentence . But today it emerged that the 65 - year - old's case expired last October and his European Arrest Warrant is to be withdrawn .",Domenico Rancadore given a sentence.,Domenico Rancadore sentenced for 7 years.,Domenico Rancadore sentenced by Italian court.,Domenico Rancadore sentenced in 1999.,Domenico Rancadore was convicted for role as Man of Honour.,Domenico Rancadore took bribes from builders.,Domenico Rancadore was a Sicilian Mafia fugitive.,Domenico Rancadore lost battle against extradition to Italy.,Today a news emerged.,Domenico Rancadore was a 65 year old.,Domenico Rancadore's case expired in October last year.,BLANK,BLANK,BLANK,BLANK,BLANK,p,p,n,n,n,n,n,p,p,p,p,p,n,n,p,p,{},,
17,33NOQL7TASNM0IUGFAB8TOELOKF8ZA,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:12 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:12 PDT 2020,,,3Y54SXRO1Q9RYNPO3NSWSCRFZTHUTW,A314XJY8V1YL12,Submitted,2020-05-23 17:37:46,2020-05-23 17:39:11,Tue May 26 17:39:11 PDT 2020,,,,85,0% (0/0),0% (0/0),0% (0/0),cnndm5558,bart_out,"['720', '721', '722', '723', '724', '725', '726', '727', '728', '729', '730', '731', '732', '733', '734', '735']","Heathrow Airport are threatening to strip Qantas of their eight valuable landing spots after they continually arrived late . The Australian airline could also be facing a massive £ 20,000 fine , that's more than AU$ 38,000 , for every time the A380 flights set down more than fifteen late on the English tarmac . The airline have slipped to an on time ranking of 75 out of 80 airlines that use Heathrow Airport .",Qantas' on time rating slipped.,"Qantas' on time rating is now 75th, out of the airlines using Heathrow .",There are 80 airlines using Heathrow .,Quantas airline could loose their landing strips at Heathrow airport.,Heathrow is a popular airport.,Quantas airline has eight landing strips at Heathrow airport.,Quantas airline is facing a fine.,"The fine that Quantas airline is facing is over 38,000 for every late flight.",The fine that Quantas airline is facing is applied to every late flight.,Qantas blamed air congestion.,Qantas blamed air congestion at Heathrow Airport.,Qantas blamed air congestion at Dubai Airport.,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,n,p,p,p,p,{},,
18,344M16OZLM39SUQOPPMEQB3YP95ENY,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:19 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:19 PDT 2020,,,33LKR6A5KJ8BPQYQ1ZICHAMIOWG1T0,AHKYVHP6591H8,Submitted,2020-05-23 17:13:16,2020-05-23 17:21:04,Tue May 26 17:21:04 PDT 2020,,,,468,100% (31/31),100% (31/31),100% (31/31),cnndm1173,bart_out,"['1136', '1137', '1138', '1139', '1140', '1141', '1142', '1143', '1144', '1145', '1146', '1147', '1148', '1149', '1150', '1151']",Bayern Munich beat Porto 6 - 1 at the Allianz Arena on Tuesday night . Thomas Muller scored his 27th Champions League goal . The 25 - year - old became the highest - scoring German since the tournament took its current shape in 1992 . Bayern players remained on the pitch for some time as they celebrated with supporters .,Bayern Munich beat Porto.,Bayern Munich won  6 - 1.,Bayern Munich won in Champions League.,Bayern Munich won on Tuesday.,Bayern Munich is managed by Pep Guardiola.,Bayern Munich progressed in the competition.,Bayern Munich reached semi-finals.,Bayern Munich progressed 7 - 4 on aggregate.,Thomas Muller scored 27th Champions League goal.,Thomas Muller passed Mario Gomez in goals.,Thomas Muller is now the leading German scorer in the competition.,After the game Thomas Muller led the celebrations.,Thomas Muller led the celebrations using a megaphone.,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,p,p,p,p,n,p,n,n,p,{},,
19,344M16OZLM39SUQOPPMEQB3YP95ENY,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:19 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:19 PDT 2020,,,3I7DHKZYGSO0U3H872FZ3WKY93P5FQ,A110SC5K5Y3IHS,Submitted,2020-05-23 18:32:50,2020-05-23 18:33:40,Tue May 26 18:33:40 PDT 2020,,,,50,0% (0/0),0% (0/0),0% (0/0),cnndm1173,bart_out,"['1136', '1137', '1138', '1139', '1140', '1141', '1142', '1143', '1144', '1145', '1146', '1147', '1148', '1149', '1150', '1151']",Bayern Munich beat Porto 6 - 1 at the Allianz Arena on Tuesday night . Thomas Muller scored his 27th Champions League goal . The 25 - year - old became the highest - scoring German since the tournament took its current shape in 1992 . Bayern players remained on the pitch for some time as they celebrated with supporters .,Bayern Munich beat Porto.,Bayern Munich won  6 - 1.,Bayern Munich won in Champions League.,Bayern Munich won on Tuesday.,Bayern Munich is managed by Pep Guardiola.,Bayern Munich progressed in the competition.,Bayern Munich reached semi-finals.,Bayern Munich progressed 7 - 4 on aggregate.,Thomas Muller scored 27th Champions League goal.,Thomas Muller passed Mario Gomez in goals.,Thomas Muller is now the leading German scorer in the competition.,After the game Thomas Muller led the celebrations.,Thomas Muller led the celebrations using a megaphone.,BLANK,BLANK,BLANK,n,p,n,n,n,n,n,p,p,n,p,n,p,n,n,p,{},,
20,351S7I5UHDKH3ACG3QX5NRGQUH1JNO,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:21 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:21 PDT 2020,,,3EKVH9QME3SBXMKPYDIBHPE1DG7D2B,A2HG1N3BVQO6I,Submitted,2020-05-23 17:22:04,2020-05-23 17:23:21,Tue May 26 17:23:21 PDT 2020,,,,77,0% (0/0),0% (0/0),0% (0/0),cnndm2292,bart_out,"['448', '449', '450', '451', '452', '453', '454', '455', '456', '457', '458', '459', '460', '461', '462', '463']","Tottenham will subsidise Emmanuel Adebayor's £ 100,000 - per - week wages . The Togolese striker is out of favour at White Hart Lane . The 31 - year - old has made just nine league starts this season . Click here for Tottenham Transfer News .",Emmanuel Adebayor has contract with Tottenham.,Emmanuel Adebayor's contract runs out in 2016.,Emmanuel Adebayor is a striker.,Emmanuel Adebayor / the striker wants more than his current salary.,Emmanuel Adebayor / the stirker earns 5.2 million.,Emmanuel Adebayor / the striker wants more than his current salary before accepting a move out of White Hart Lane.,Emmanuel Adebayor / the striker is from Togolese.,Emmanuel Adebayor / the striker has made nine league starts.,Emmanuel Adebayor / the striker has made nine league starts this season.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,p,n,n,n,p,n,p,{},,
21,351S7I5UHDKH3ACG3QX5NRGQUH1JNO,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:21 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:21 PDT 2020,,,3NG53N1RL07V8YP4J3I7RA8TDZ38PO,A7NZ814Q5MX2R,Submitted,2020-05-23 17:27:53,2020-05-23 18:02:12,Tue May 26 18:02:12 PDT 2020,,,,2059,0% (0/0),0% (0/0),0% (0/0),cnndm2292,bart_out,"['448', '449', '450', '451', '452', '453', '454', '455', '456', '457', '458', '459', '460', '461', '462', '463']","Tottenham will subsidise Emmanuel Adebayor's £ 100,000 - per - week wages . The Togolese striker is out of favour at White Hart Lane . The 31 - year - old has made just nine league starts this season . Click here for Tottenham Transfer News .",Emmanuel Adebayor has contract with Tottenham.,Emmanuel Adebayor's contract runs out in 2016.,Emmanuel Adebayor is a striker.,Emmanuel Adebayor / the striker wants more than his current salary.,Emmanuel Adebayor / the stirker earns 5.2 million.,Emmanuel Adebayor / the striker wants more than his current salary before accepting a move out of White Hart Lane.,Emmanuel Adebayor / the striker is from Togolese.,Emmanuel Adebayor / the striker has made nine league starts.,Emmanuel Adebayor / the striker has made nine league starts this season.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,n,p,n,n,n,p,p,p,{},,
22,359AP8GAHK85SBENDRZU4QH54INC7S,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:21 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:21 PDT 2020,,,3483FV8BEJ7CCD5AOQAXBJ49WU062S,A12ATVBE1I4567,Submitted,2020-05-23 19:16:27,2020-05-23 19:37:51,Tue May 26 19:37:51 PDT 2020,,,,1284,0% (0/0),0% (0/0),0% (0/0),cnndm3172,bart_out,"['1120', '1121', '1122', '1123', '1124', '1125', '1126', '1127', '1128', '1129', '1130', '1131', '1132', '1133', '1134', '1135']","Baron the German Shepard was filmed as he helped get the dishes done at home in California . Footage shows the pup reaching up and grabbing rinsed goods between his teeth from the sink , before loading them into The Dishwasher . To date the clip of Baron Dishwashing has been watched more than 27,000 times .",Baron is a German Shepard.,Baron/Pup was filmed.,Baron/Pup helped get the dishes done at home,Baron/Pup's home is in California.,Baron/Pup was filmed when he helped get the dishes done at home.,Baron/Pup was professionally trained.,Baron/Pup was trained at the Hill Country K9 School.,"Baron/Pup dishwashing clip has been watched over 27,000 times.",Viewers have deemed the dog's cleaning antics ' cute '.,Viewers have deemed the dog's cleaning antics ' adorable '.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,p,n,{},,
23,359AP8GAHK85SBENDRZU4QH54INC7S,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:21 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:21 PDT 2020,,,3QRYMNZ7F35E3X5F6MGAEHZLRXWTNB,A3114CY0RZXZQ2,Submitted,2020-05-23 18:28:04,2020-05-23 18:30:22,Tue May 26 18:30:22 PDT 2020,,,,138,0% (0/0),0% (0/0),0% (0/0),cnndm3172,bart_out,"['1120', '1121', '1122', '1123', '1124', '1125', '1126', '1127', '1128', '1129', '1130', '1131', '1132', '1133', '1134', '1135']","Baron the German Shepard was filmed as he helped get the dishes done at home in California . Footage shows the pup reaching up and grabbing rinsed goods between his teeth from the sink , before loading them into The Dishwasher . To date the clip of Baron Dishwashing has been watched more than 27,000 times .",Baron is a German Shepard.,Baron/Pup was filmed.,Baron/Pup helped get the dishes done at home,Baron/Pup's home is in California.,Baron/Pup was filmed when he helped get the dishes done at home.,Baron/Pup was professionally trained.,Baron/Pup was trained at the Hill Country K9 School.,"Baron/Pup dishwashing clip has been watched over 27,000 times.",Viewers have deemed the dog's cleaning antics ' cute '.,Viewers have deemed the dog's cleaning antics ' adorable '.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,n,n,p,n,{},,
24,35U0MRQMVNV8CQCMLUB154RPFEDOVT,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:17 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:17 PDT 2020,,,3RU7GD8VPTHDRI4DX1OC818UPTBSP9,AE3ZQZ2Z81Z11,Submitted,2020-05-23 17:34:29,2020-05-23 17:35:20,Tue May 26 17:35:20 PDT 2020,,,,51,0% (0/0),0% (0/0),0% (0/0),cnndm8334,bart_out,"['224', '225', '226', '227', '228', '229', '230', '231', '232', '233', '234', '235', '236', '237', '238', '239']",Didier Drogba has been awarded with a Barclays Spirit of the game trophy . The Chelsea forward set up the ' Didierdrogba Foundation in Africa ' he hopes to inspire the next generation of footballers in Africa to fall in love with the game . The 37 - year - old scored the equaliser against Leicester on Wednesday .,Didier Drogba given an award.,Didier Drogba given Barclays Spirit of the Game Award.,Didier Drogba was a 37 year old.,Didier Drogba's foundation has done impressive work.,Didier Drogba's foundation has done work in Africa.,Some of Chelsea's stars attended a charity ball.,"The charity ball raised 400,000.",Click here for all the latest Chelsea News .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,p,n,n,n,n,{},,
25,35U0MRQMVNV8CQCMLUB154RPFEDOVT,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:17 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:17 PDT 2020,,,3S4AW7T80G64YCN4F8ZNTHJ46344LD,AHKYVHP6591H8,Submitted,2020-05-23 17:13:29,2020-05-23 17:40:26,Tue May 26 17:40:26 PDT 2020,,,,1617,100% (31/31),100% (31/31),100% (31/31),cnndm8334,bart_out,"['224', '225', '226', '227', '228', '229', '230', '231', '232', '233', '234', '235', '236', '237', '238', '239']",Didier Drogba has been awarded with a Barclays Spirit of the game trophy . The Chelsea forward set up the ' Didierdrogba Foundation in Africa ' he hopes to inspire the next generation of footballers in Africa to fall in love with the game . The 37 - year - old scored the equaliser against Leicester on Wednesday .,Didier Drogba given an award.,Didier Drogba given Barclays Spirit of the Game Award.,Didier Drogba was a 37 year old.,Didier Drogba's foundation has done impressive work.,Didier Drogba's foundation has done work in Africa.,Some of Chelsea's stars attended a charity ball.,"The charity ball raised 400,000.",Click here for all the latest Chelsea News .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,n,n,n,n,n,n,{},,
26,360ZO6N6K57MFGE75DRSLIDNTMFM9W,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:16 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:16 PDT 2020,,,3QBD8R3Z267C4XQ1S0FFLYNY1894OU,AHKYVHP6591H8,Submitted,2020-05-23 17:13:31,2020-05-23 17:32:31,Tue May 26 17:32:31 PDT 2020,,,,1140,100% (31/31),100% (31/31),100% (31/31),cnndm5257,bart_out,"['864', '865', '866', '867', '868', '869', '870', '871', '872', '873', '874', '875', '876', '877', '878', '879']","Chris Christie appeared on The Tonight Show Wednesday evening , and wasted no time calling out Jimmy Fallon for the weight jokes made about him on the program . After Fallon told Christie He ' looked great , ' The New Jersey politician asked him ; ' If I Look Great , what the Hell's with all the jokes every night ? ' . Then , to make amends , Fallon gave Christie his favorite food - ice cream . Fallon however pulled out two spoons thinking the men could share the ice cream , at which point Christie took the treat for himself , slowly moving away .",Chris Christie appeared on The Tonight Show.,Chris Christie called out Jimmy Fallon for his weight jokes about the governor.,Chris Christie called out Jimmy Fallon.,Jimmy Fallon brought out ice cream.,The ice cream was for the two to share.,Chris Christie hoarded the ice cream.,The ice cream was a pint of ice cream.,The ice cream was brought out later in the program.,Chris Christie was asked if he would run for president.,Chris Christie said ; ' I ’ve got a day job which keeps me busy ' .,Chris Christie said ; ' I ’ve got a day job which keeps me busy '  when asked if he would run for president.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,n,p,n,{},,
27,360ZO6N6K57MFGE75DRSLIDNTMFM9W,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:16 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:16 PDT 2020,,,3VAR3R6G1UPDNYD3435S2A333UPO85,A12ATVBE1I4567,Submitted,2020-05-23 20:00:33,2020-05-23 20:07:53,Tue May 26 20:07:53 PDT 2020,,,,440,0% (0/0),0% (0/0),0% (0/0),cnndm5257,bart_out,"['864', '865', '866', '867', '868', '869', '870', '871', '872', '873', '874', '875', '876', '877', '878', '879']","Chris Christie appeared on The Tonight Show Wednesday evening , and wasted no time calling out Jimmy Fallon for the weight jokes made about him on the program . After Fallon told Christie He ' looked great , ' The New Jersey politician asked him ; ' If I Look Great , what the Hell's with all the jokes every night ? ' . Then , to make amends , Fallon gave Christie his favorite food - ice cream . Fallon however pulled out two spoons thinking the men could share the ice cream , at which point Christie took the treat for himself , slowly moving away .",Chris Christie appeared on The Tonight Show.,Chris Christie called out Jimmy Fallon for his weight jokes about the governor.,Chris Christie called out Jimmy Fallon.,Jimmy Fallon brought out ice cream.,The ice cream was for the two to share.,Chris Christie hoarded the ice cream.,The ice cream was a pint of ice cream.,The ice cream was brought out later in the program.,Chris Christie was asked if he would run for president.,Chris Christie said ; ' I ’ve got a day job which keeps me busy ' .,Chris Christie said ; ' I ’ve got a day job which keeps me busy '  when asked if he would run for president.,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,p,p,p,p,p,p,n,p,n,{},,
28,366FYU4PUKD8KO5LSCUYYJMUVE0EKT,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:16 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:16 PDT 2020,,,37Q970SNZJWAAQLBCZDM75QWMD5S15,A2GNV6ORRCB1OC,Submitted,2020-05-23 17:37:59,2020-05-23 17:38:54,Tue May 26 17:38:54 PDT 2020,,,,55,0% (0/0),0% (0/0),0% (0/0),cnndm8312,bart_out,"['112', '113', '114', '115', '116', '117', '118', '119', '120', '121', '122', '123', '124', '125', '126', '127']","Carl Froch has not fought since beating George Groves at Wembley last May . Froch had hoped to meet Julio Cesar Chavez Jr , but he lost to Andrzej Fonfara last week . There is the possibility of Paul Smith - Andre Ward , Anthony Dirrell versus Badou Jack for the WBC world title and Andre Dirrell ’s IBF World title fight against James Degale , which is the biggest bout of this trio .",If Carl Froch doesn't fight in 2015 I 'm not sure he 'll be back at all .,A blockbuster with James degale is most likely,A blockbuster with James degale is most likely after Julio Cesar Chavez Jnr defeat,Anthony Dirrell has made contact .,Scott Quigg - Carl Frampton Summer Fight Is Dead in the water .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
29,366FYU4PUKD8KO5LSCUYYJMUVE0EKT,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:16 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:16 PDT 2020,,,3PM8NZGV8346NBRRRO9O7EFW94VXQ9,AHKYVHP6591H8,Submitted,2020-05-23 17:13:24,2020-05-23 17:37:09,Tue May 26 17:37:09 PDT 2020,,,,1425,100% (31/31),100% (31/31),100% (31/31),cnndm8312,bart_out,"['112', '113', '114', '115', '116', '117', '118', '119', '120', '121', '122', '123', '124', '125', '126', '127']","Carl Froch has not fought since beating George Groves at Wembley last May . Froch had hoped to meet Julio Cesar Chavez Jr , but he lost to Andrzej Fonfara last week . There is the possibility of Paul Smith - Andre Ward , Anthony Dirrell versus Badou Jack for the WBC world title and Andre Dirrell ’s IBF World title fight against James Degale , which is the biggest bout of this trio .",If Carl Froch doesn't fight in 2015 I 'm not sure he 'll be back at all .,A blockbuster with James degale is most likely,A blockbuster with James degale is most likely after Julio Cesar Chavez Jnr defeat,Anthony Dirrell has made contact .,Scott Quigg - Carl Frampton Summer Fight Is Dead in the water .,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
30,36BTXXLZ3ZWCFQLNTQRIQ9WHDH0R4T,30M3L2ZU933JG596K1H7GJ2KLU36YQ,Are the facts in a text?,Answer whether 16 facts are contained in a given 70-word text.,"Reading Comprehension, Question Answering, Textual Content Evaluation",$0.20,Sat May 23 17:12:20 PDT 2020,2,BatchId:4050530;OriginalHitTemplateId:928390828;,5400,259200,Sun May 24 17:12:20 PDT 2020,,,3EJPLAJKER42IO8MDXJBYUEGH3HZ6B,AHKYVHP6591H8,Submitted,2020-05-23 17:12:55,2020-05-23 17:14:36,Tue May 26 17:14:36 PDT 2020,,,,101,100% (31/31),100% (31/31),100% (31/31),cnndm19,bart_out,"['1456', '1457', '1458', '1459', '1460', '1461', '1462', '1463', '1464', '1465', '1466', '1467', '1468', '1469', '1470', '1471']","A reserve deputy in Tulsa , Oklahoma , accidentally shot and killed a man . Robert Bates said he meant to use his Taser but ended up firing his handgun instead . Experts say the gun should be holstered on the officer's dominant side of the body . Bates ' attorney said his client is left - handed .",An attorney says Robert Bates made an assumption.,An attorney says Robert Bates assumed the gun is a taser because Bates saw a laser sight on the gun .,Harris family lawyers say there are differences between the gun and Taser.,An officer in California made a statement in 2009.,An officer in California also said he mistakenly used his gun.,An officer in California also said he used his gun instead of a taser.,An attorney says Robert Bates thought the gun was a Taser.,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,n,{},,
